file,line,specifier,binding,resolved_file,resolution
src/components/common/LastClubTracker.tsx,15,../../utils/clubQuickLink,"{
  clubParamToUuid,
  isConfirmedUnionClubId,
  rememberLastClub,
}",src/utils/clubQuickLink.ts,Resolved Local File
src/components/common/LoadingSpinner.tsx,7,react,React,,External Or Requires Dynamic/Alias Review
src/components/common/LoadingSpinner.tsx,8,./LoadingSpinner.css,,src/components/common/LoadingSpinner.css,Resolved Local File
src/components/common/MaintenanceBreakBanner.tsx,17,react,"React, { useEffect, useState }",,External Or Requires Dynamic/Alias Review
src/components/common/MaintenanceBreakBanner.tsx,18,../../hooks/useMaintenanceBreak,{ useMaintenanceBreak },src/hooks/useMaintenanceBreak.ts,Resolved Local File
src/components/common/MaintenanceBreakBanner.tsx,19,../../utils/serverClock,{ serverNow },src/utils/serverClock.ts,Resolved Local File
src/components/common/MaintenanceBreakBanner.tsx,20,./MaintenanceBreakBanner.css,,src/components/common/MaintenanceBreakBanner.css,Resolved Local File
src/components/common/MilestoneToast.tsx,10,react,"React, { useState, useEffect, useCallback, useRef }",,External Or Requires Dynamic/Alias Review
src/components/common/MilestoneToast.tsx,11,../../hooks/useMasterBusSubscription,{ useMasterBusSubscription },src/hooks/useMasterBusSubscription.ts,Resolved Local File
src/components/common/MilestoneToast.tsx,12,./MilestoneToast.css,,src/components/common/MilestoneToast.css,Resolved Local File
src/components/common/MilestoneToast.tsx,13,../../utils/popupStyle,{ formatPopupText },src/utils/popupStyle.ts,Resolved Local File
src/components/common/MilestoneToast.tsx,27,../../services/SoundService,dynamic import,src/services/SoundService.ts,Resolved Local File
src/components/common/Modal.tsx,22,react,"React, { useEffect, useCallback, useRef }",,External Or Requires Dynamic/Alias Review
src/components/common/Modal.tsx,23,react-dom,{ createPortal },,External Or Requires Dynamic/Alias Review
src/components/common/Modal.tsx,24,framer-motion,"{ motion, AnimatePresence }",,External Or Requires Dynamic/Alias Review
src/components/common/Modal.tsx,25,./Button,{ IconButton },src/components/common/Button.tsx,Resolved Local File
src/components/common/Modal.tsx,26,./Modal.css,,src/components/common/Modal.css,Resolved Local File
src/components/common/NavigationProgress.tsx,9,react,"{ useState, useEffect }",,External Or Requires Dynamic/Alias Review
src/components/common/NavigationProgress.tsx,10,./NavigationProgress.css,,src/components/common/NavigationProgress.css,Resolved Local File
src/components/common/Notification.tsx,7,react,React,,External Or Requires Dynamic/Alias Review
src/components/common/Notification.tsx,8,framer-motion,"{ motion, AnimatePresence }",,External Or Requires Dynamic/Alias Review
src/components/common/Notification.tsx,9,./Notification.css,,src/components/common/Notification.css,Resolved Local File
src/components/common/NotificationBell.tsx,13,react-router-dom,{ useNavigate },,External Or Requires Dynamic/Alias Review
src/components/common/NotificationBell.tsx,14,../../stores/useHeaderDataStore,{ useHeaderDataStore },src/stores/useHeaderDataStore.ts,Resolved Local File
src/components/common/NumericKeypad.tsx,9,react,{ useCallback },,External Or Requires Dynamic/Alias Review
src/components/common/NumericKeypad.tsx,10,./NumericKeypad.css,,src/components/common/NumericKeypad.css,Resolved Local File
src/components/common/NumericKeypad.tsx,11,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/common/NumericKeypad.tsx,12,../../utils/vibrationGate,{ fireVibration },src/utils/vibrationGate.ts,Resolved Local File
src/components/common/OfflineQueueBadge.tsx,9,react,"{ useState, useEffect }",,External Or Requires Dynamic/Alias Review
src/components/common/OfflineQueueBadge.tsx,10,../../services/OfflineQueueService,{ OfflineQueueService },src/services/OfflineQueueService.ts,Resolved Local File
src/components/common/OnlineIndicator.tsx,7,react,React,,External Or Requires Dynamic/Alias Review
src/components/common/OnlineIndicator.tsx,8,./OnlineIndicator.css,,src/components/common/OnlineIndicator.css,Resolved Local File
src/components/common/PageErrorBoundary.tsx,14,react,React,,External Or Requires Dynamic/Alias Review
src/components/common/PageErrorBoundary.tsx,15,./EmptyState,{ EmptyState },src/components/common/EmptyState.tsx,Resolved Local File
src/components/common/PageErrorBoundary.tsx,64,../../lib/supabase,dynamic import,src/lib/supabase.ts,Resolved Local File
src/components/common/PageErrorBoundary.tsx,65,../../lib/authUtils,dynamic import,src/lib/authUtils.ts,Resolved Local File
src/components/common/PageSkeleton.tsx,11,react,React,,External Or Requires Dynamic/Alias Review
src/components/common/Progress.tsx,7,react,React,,External Or Requires Dynamic/Alias Review
src/components/common/Progress.tsx,8,framer-motion,{ motion },,External Or Requires Dynamic/Alias Review
src/components/common/Progress.tsx,9,./Progress.css,,src/components/common/Progress.css,Resolved Local File
src/components/common/RouteErrorBoundary.tsx,10,react,"{ Component, ReactNode }",,External Or Requires Dynamic/Alias Review
src/components/common/RouteErrorBoundary.tsx,11,./EmptyState,{ EmptyState },src/components/common/EmptyState.tsx,Resolved Local File
src/components/common/RouterBridge.tsx,1,react,{ useEffect },,External Or Requires Dynamic/Alias Review
src/components/common/RouterBridge.tsx,2,react-router-dom,{ useNavigate },,External Or Requires Dynamic/Alias Review
src/components/common/RouterBridge.tsx,3,../../lib/routerBridge,{ setAppNavigate },src/lib/routerBridge.ts,Resolved Local File
src/components/common/Search.tsx,7,react,"React, { useState, useRef, useEffect, useCallback }",,External Or Requires Dynamic/Alias Review
src/components/common/Search.tsx,8,framer-motion,"{ motion, AnimatePresence }",,External Or Requires Dynamic/Alias Review
src/components/common/Search.tsx,9,./Search.css,,src/components/common/Search.css,Resolved Local File
src/components/common/SecurityBadge.tsx,8,./SecurityBadge.css,,src/components/common/SecurityBadge.css,Resolved Local File
src/components/common/Skeleton.tsx,7,react,React,,External Or Requires Dynamic/Alias Review
src/components/common/Skeleton.tsx,8,./Skeleton.css,,src/components/common/Skeleton.css,Resolved Local File
src/components/common/SlugEnforcer.tsx,1,react,{ useEffect },,External Or Requires Dynamic/Alias Review
src/components/common/SlugEnforcer.tsx,2,react-router-dom,"{ useLocation, useNavigate }",,External Or Requires Dynamic/Alias Review
src/components/common/SlugEnforcer.tsx,3,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/common/SlugEnforcer.tsx,37,../../utils/unionIdResolver,dynamic import,src/utils/unionIdResolver.ts,Resolved Local File
src/components/common/Table.tsx,7,react,React,,External Or Requires Dynamic/Alias Review
src/components/common/Table.tsx,8,./Table.css,,src/components/common/Table.css,Resolved Local File
src/components/common/TableErrorBoundary.tsx,10,react,"React, { Component, type ErrorInfo, type ReactNode }",,External Or Requires Dynamic/Alias Review
src/components/common/TableErrorBoundary.tsx,39,../../core/MasterBus,dynamic import,src/core/MasterBus.ts,Resolved Local File
src/components/common/Tabs.tsx,7,react,"React, { useState, createContext, useContext }",,External Or Requires Dynamic/Alias Review
src/components/common/Tabs.tsx,8,framer-motion,{ motion },,External Or Requires Dynamic/Alias Review
src/components/common/Tabs.tsx,9,./Tabs.css,,src/components/common/Tabs.css,Resolved Local File
src/components/common/Toast.tsx,8,react,"React, {
  createContext,
  useContext,
  useState,
  useCallback,
  useRef,
  useEffect,
  useMemo,
}",,External Or Requires Dynamic/Alias Review
src/components/common/Toast.tsx,17,../../utils/popupStyle,{ formatPopupText },src/utils/popupStyle.ts,Resolved Local File
src/components/common/Toast.tsx,18,../../utils/safeErrorMessage,"{
  safeErrorMessage,
  wasSanitized,
  shouldSurfaceError,
  extractRawErrorText,
}",src/utils/safeErrorMessage.ts,Resolved Local File
src/components/common/Toast.tsx,24,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/common/Toast.tsx,25,./Toast.css,,src/components/common/Toast.css,Resolved Local File
src/components/common/Tooltip.tsx,7,react,"React, { useState, useRef, useEffect, useCallback }",,External Or Requires Dynamic/Alias Review
src/components/common/Tooltip.tsx,8,react-dom,{ createPortal },,External Or Requires Dynamic/Alias Review
src/components/common/Tooltip.tsx,9,framer-motion,"{ motion, AnimatePresence }",,External Or Requires Dynamic/Alias Review
src/components/common/Tooltip.tsx,10,./Tooltip.css,,src/components/common/Tooltip.css,Resolved Local File
src/components/common/TransactionLedgerView.tsx,10,react,"{ useState, useEffect, useCallback }",,External Or Requires Dynamic/Alias Review
src/components/common/TransactionLedgerView.tsx,11,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/common/TransactionLedgerView.tsx,12,../../hooks/useMasterBusSubscription,{ useMasterBusSubscriptions },src/hooks/useMasterBusSubscription.ts,Resolved Local File
src/components/common/TransactionLedgerView.tsx,13,../../utils/clubDashboard,{ isAuthzError },src/utils/clubDashboard.ts,Resolved Local File
src/components/common/TransactionLedgerView.tsx,14,../../utils/clubIdResolver,{ isUUID },src/utils/clubIdResolver.ts,Resolved Local File
src/components/common/TransactionLedgerView.tsx,15,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/common/TransactionLedgerView.tsx,16,../../utils/popupStyle,{ formatPopupText },src/utils/popupStyle.ts,Resolved Local File
src/components/common/UnionSkinGuard.tsx,37,react,{ useEffect },,External Or Requires Dynamic/Alias Review
src/components/common/UnionSkinGuard.tsx,38,react-router-dom,"{ useLocation, useNavigate }",,External Or Requires Dynamic/Alias Review
src/components/common/UnionSkinGuard.tsx,39,../../lib/supabase,{ supabase },src/lib/supabase.ts,Resolved Local File
src/components/common/UnionSkinGuard.tsx,40,../../stores/useUserStore,{ useUserStore },src/stores/useUserStore.ts,Resolved Local File
src/components/common/UnionSkinGuard.tsx,41,../../utils/clubIdResolver,{ isUUID },src/utils/clubIdResolver.ts,Resolved Local File
src/components/common/UnionSkinGuard.tsx,42,../../utils/clubQuickLink,"{
  clubParamToUuid,
  isConfirmedUnionClubId,
  resolveLobbyClubId,
}",src/utils/clubQuickLink.ts,Resolved Local File
src/components/common/UnionSkinGuard.tsx,47,../../utils/errorReporter,{ reportError },src/utils/errorReporter.ts,Resolved Local File
src/components/common/WaitlistBanner.tsx,11,react,"{ useEffect, useState }",,External Or Requires Dynamic/Alias Review
src/components/common/WaitlistBanner.tsx,12,react-router-dom,{ useNavigate },,External Or Requires Dynamic/Alias Review
src/components/common/WaitlistBanner.tsx,13,../../hooks/useMasterBusSubscription,{ useMasterBusSubscription },src/hooks/useMasterBusSubscription.ts,Resolved Local File
src/components/common/confirmDialog.tsx,20,react,"{ useEffect, useState }",,External Or Requires Dynamic/Alias Review
src/components/common/confirmDialog.tsx,21,./ConfirmModal,{ ConfirmModal },src/components/common/ConfirmModal.tsx,Resolved Local File
src/components/common/index.ts,8,./Toast,,src/components/common/Toast.tsx,Resolved Local File
src/components/common/index.ts,11,./ConfirmModal,,src/components/common/ConfirmModal.tsx,Resolved Local File
src/components/common/index.ts,14,./EmptyState,,src/components/common/EmptyState.tsx,Resolved Local File
src/components/common/index.ts,17,./ErrorBoundary,,src/components/common/ErrorBoundary.tsx,Resolved Local File
src/components/common/index.ts,20,./OnlineIndicator,,src/components/common/OnlineIndicator.tsx,Resolved Local File
src/components/common/index.ts,23,./Skeleton,,src/components/common/Skeleton.tsx,Resolved Local File
src/components/common/index.ts,37,./LoadingSpinner,,src/components/common/LoadingSpinner.tsx,Resolved Local File
src/components/common/index.ts,46,./Badge,,src/components/common/Badge.tsx,Resolved Local File
src/components/common/index.ts,58,./Button,,src/components/common/Button.tsx,Resolved Local File
src/components/common/index.ts,61,./Card,,src/components/common/Card.tsx,Resolved Local File
src/components/common/index.ts,64,./Input,,src/components/common/Input.tsx,Resolved Local File
src/components/common/index.ts,67,./Modal,,src/components/common/Modal.tsx,Resolved Local File
src/components/common/index.ts,70,./Tooltip,,src/components/common/Tooltip.tsx,Resolved Local File
src/components/common/index.ts,73,./Progress,,src/components/common/Progress.tsx,Resolved Local File
src/components/common/index.ts,76,./Tabs,,src/components/common/Tabs.tsx,Resolved Local File
src/components/common/index.ts,79,./Dropdown,,src/components/common/Dropdown.tsx,Resolved Local File
src/components/common/index.ts,82,./Table,,src/components/common/Table.tsx,Resolved Local File
src/components/common/index.ts,85,./Notification,,src/components/common/Notification.tsx,Resolved Local File
src/components/common/index.ts,94,./Search,,src/components/common/Search.tsx,Resolved Local File
src/components/common/index.ts,97,./AnimatedNumber,,src/components/common/AnimatedNumber.tsx,Resolved Local File
src/components/community/CommunitySurfaceHeader.tsx,1,react,type { ReactNode },,External Or Requires Dynamic/Alias Review
src/components/community/CommunitySurfaceHeader.tsx,2,../../utils/mediaBase,{ mediaUrl },src/utils/mediaBase.ts,Resolved Local File
src/components/community/CommunitySurfaceHeader.tsx,3,../../utils/popupStyle,{ formatPopupText },src/utils/popupStyle.ts,Resolved Local File
src/components/community/CommunitySurfaceHeader.tsx,4,./CommunitySurfaceHeader.module.css,styles,src/components/community/CommunitySurfaceHeader.module.css,Resolved Local File
src/components/confirm/ConfirmDialog.tsx,1,react,React,,External Or Requires Dynamic/Alias Review
src/components/confirm/ConfirmDialog.tsx,2,../../utils/popupStyle,{ formatPopupText },src/utils/popupStyle.ts,Resolved Local File
src/components/confirm/ConfirmDialog.tsx,3,./ConfirmDialog.css,,src/components/confirm/ConfirmDialog.css,Resolved Local File
src/components/confirm/index.ts,1,./ConfirmDialog,,src/components/confirm/ConfirmDialog.tsx,Resolved Local File
src/components/copy/CopyButton.tsx,1,react,"React, { useState }",,External Or Requires Dynamic/Alias Review
src/components/copy/CopyButton.tsx,2,./CopyButton.css,,src/components/copy/CopyButton.css,Resolved Local File
src/components/copy/CopyField.tsx,1,react,"React, { useState }",,External Or Requires Dynamic/Alias Review
src/components/copy/CopyField.tsx,2,./CopyField.css,,src/components/copy/CopyField.css,Resolved Local File
src/components/copy/index.ts,1,./CopyButton,,src/components/copy/CopyButton.tsx,Resolved Local File
src/components/copy/index.ts,2,./CopyField,,src/components/copy/CopyField.tsx,Resolved Local File
src/components/counters/AnimatedCounter.tsx,1,react,"React, { useState, useEffect }",,External Or Requires Dynamic/Alias Review
src/components/counters/AnimatedCounter.tsx,2,./AnimatedCounter.css,,src/components/counters/AnimatedCounter.css,Resolved Local File
src/components/counters/Counter.tsx,1,react,React,,External Or Requires Dynamic/Alias Review
